0.0064,0.003733333333333333,0.0005333333333333334,0,0,0,0,0.003733333333333334,0.002177777777777778,0.0003111111111111111,0,0,0,0,0.0005333333333333335,0.0003111111111111111,4.444444444444445e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003733333333333333,0.01066666666666666,0.006666666666666666,0.0002666666666666667,0,0,0,0.002177777777777777,0.006222222222222222,0.003888888888888889,0.0001555555555555556,0,0,0,0.0003111111111111111,0.0008888888888888889,0.0005555555555555554,2.222222222222223e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005333333333333333,0.006666666666666666,0.01759999999999999,0.006933333333333336,0.0002666666666666667,0,0,0.0003111111111111111,0.003888888888888889,0.01026666666666667,0.004044444444444445,0.0001555555555555556,0,0,4.444444444444445e-05,0.0005555555555555554,0.001466666666666667,0.0005777777777777778,2.222222222222222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0002666666666666667,0.006933333333333336,0.0176,0.006933333333333335,0.0002666666666666669,0,0,0.0001555555555555556,0.004044444444444444,0.01026666666666668,0.004044444444444445,0.0001555555555555557,0,0,2.222222222222223e-05,0.0005777777777777778,0.001466666666666668,0.0005777777777777779,2.222222222222225e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0002666666666666667,0.006933333333333335,0.0176,0.006666666666666667,0.0005333333333333335,0,0,0.0001555555555555556,0.004044444444444446,0.01026666666666667,0.003888888888888889,0.0003111111111111112,0,0,2.222222222222222e-05,0.0005777777777777779,0.001466666666666668,0.0005555555555555558,4.444444444444447e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0002666666666666669,0.006666666666666668,0.01066666666666666,0.003733333333333337,0,0,0,0.0001555555555555557,0.003888888888888889,0.006222222222222224,0.00217777777777778,0,0,0,2.222222222222225e-05,0.0005555555555555558,0.000888888888888889,0.0003111111111111113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0005333333333333335,0.003733333333333337,0.00639999999999999,0,0,0,0,0.0003111111111111112,0.00217777777777778,0.003733333333333328,0,0,0,0,4.444444444444447e-05,0.0003111111111111113,0.0005333333333333326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003733333333333334,0.002177777777777777,0.0003111111111111111,0,0,0,0,0.01066666666666666,0.006222222222222223,0.0008888888888888889,0,0,0,0,0.006666666666666666,0.003888888888888889,0.0005555555555555557,0,0,0,0,0.0002666666666666668,0.0001555555555555556,2.222222222222223e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002177777777777777,0.006222222222222222,0.003888888888888889,0.0001555555555555556,0,0,0,0.006222222222222223,0.01777777777777778,0.01111111111111111,0.0004444444444444445,0,0,0,0.003888888888888889,0.01111111111111111,0.006944444444444443,0.0002777777777777779,0,0,0,0.0001555555555555556,0.0004444444444444446,0.0002777777777777778,1.111111111111112e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0003111111111111111,0.003888888888888889,0.01026666666666667,0.004044444444444444,0.0001555555555555556,0,0,0.0008888888888888888,0.01111111111111111,0.02933333333333335,0.01155555555555556,0.0004444444444444446,0,0,0.0005555555555555557,0.006944444444444443,0.01833333333333333,0.007222222222222222,0.0002777777777777777,0,0,2.222222222222223e-05,0.0002777777777777778,0.0007333333333333338,0.000288888888888889,1.111111111111112e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
